Test name,Test ID,Result,Comments
"Check TPM Physical Presence Interface (Ubuntu)",TPM003.201,PASS,
"Change active PCR banks with TPM PPI (EDK2 UEFI)",TPM011.101,PASS,
"Check if firmware runs on expected microcode revision (Ubuntu)",UCODE001.201,PASS,
"USB devices detected in FW (EDK2 UEFI)",USB001.101,PASS,
"USB devices detected by OS (Ubuntu)",USB001.201,PASS,
"USB keyboard detected in FW (UEFI Shell)",USB002.106,PASS,
"USB keyboard in OS (Ubuntu)",USB002.201,PASS,
"UEFI Shell Support (UEFI Shell)",USH001.106,PASS,
"Verified boot support (Ubuntu)",VBO006.201,PASS,
"Booting from Slot A (Ubuntu)",VBO007.201,PASS,
"Wireless card detection (Ubuntu)",WLE001.201,PASS,
"Wi-Fi scanning (Ubuntu)",WLE002.201,PASS,
"Bluetooth scanning (Ubuntu)",WLE003.201,PASS,
